ID|ContainsAbbr|Text
188452|0|Darüber hinaus erfordert eine Rüge der Verletzung des Anspruchs auf Gewährung rechtlichen Gehörs regelmäßig die substantiierte Darlegung dessen, was die Prozesspartei bei ausreichender Gewährung rechtlichen Gehörs noch vorgetragen hätte und inwiefern dieser Vortrag zur Klärung des geltend gemachten Anspruchs geeignet gewesen wäre.
188452|0|10
188452|1|StRspr. vgl. BVerwG, Beschluss vom 31.8.2016 ‒ 4 B 36.16 ‒, juris, Rn. 3.    11
188452|0|An einer solchen substantiierten Darlegung fehlt es.
188452|0|Anhaltspunkte dafür, dass dem Kläger eine weitere Darlegung nicht möglich war, bestehen nicht.
188452|1|Abgesehen davon, dass er auch zur Begründung seines Zulassungsantrags hätte Akteneinsicht nehmen können, war dem Kläger bereits seit dem 6.12.2016 bekannt, dass die Beklagte über Nachweise von fortbestehenden Arbeitsverhältnissen mit seiner Firma verfügt, auf die das Verwaltungsgericht in seinem Urteil unter Verweis auf die Schreiben der C.  C1.   und der Deutschen Rentenversicherung S.         Bezug genommen hat.
188452|0|12
188452|1|Die Kostenentscheidung folgt aus § 154 Abs. 2 VwGO.
188452|0|13
188452|1|Die Streitwertfestsetzung beruht auf §§ 47 Abs. 1, 52 Abs. 1 GKG und lehnt sich an Nr. 54.1 des Streitwertkatalogs für die Verwaltungsgerichtsbarkeit (NVwZ-Beilage 2/2013) an.
188452|0|14
188452|1|Dieser Beschluss ist nach § 152 Abs. 1 VwGO, § 68 Abs. 1 Satz 5 i. V. m. § 66 Abs. 3 Satz 3 GKG unanfechtbar.
188446|0|Gründe
188446|1|A.            1
188446|1|Der Antrag ist darauf gerichtet, den Vollzug des durch Art. 1 des Gesetzes zur Änderung des Zensusvorbereitungsgesetzes 2021 und Zweiten Dopingopfer-Hilfegesetzes sowie Bundesbesoldungsgesetzes vom 27. November 2018 (BGBl I S. 2010) in das Zensusvorbereitungsgesetz (ZensVorbG 2021) eingefügten § 9a ZensVorbG 2021 im Wege des Erlasses einer einstweiligen Anordnung durch das Bundesverfassungsgericht (§ 32 BVerfGG) außer Kraft zu setzen.
188446|1|I.            2
188446|1|Nach der Verordnung (EG) Nr. 763/2008 in Verbindung mit der Verordnung (EU) Nr. 2017/712 ist die Bundesrepublik Deutschland verpflichtet, der Europäischen Kommission für das Bezugsjahr 2021 statistische Daten und Metadaten für die Volks- und Wohnungszählung zu übermitteln.
188446|1|Zu diesem Zweck sieht § 9a ZensVorbG 2021, der mit Art. 1 des Gesetzes zur Änderung des Zensusvorbereitungsgesetzes 2021 und Zweiten Dopingopfer-Hilfegesetzes sowie Bundesbesoldungsgesetzes vom 27. November 2018 (BGBl I S. 2010) in das Zensusvorbereitungsgesetz eingefügt wurde, eine ab dem 14. Januar 2019 durchzuführende Pilotdatenübermittlung durch die nach Landesrecht für das Meldewesen zuständigen Behörden und die statistischen Landesämter an das Statistische Bundesamt vor, die eine Prüfung der Übermittlungswege und der Qualität der zum Zensus 2021 zu übermittelnden Daten aus den Melderegistern sowie den Test und die Weiterentwicklung der Programme für die Durchführung des Zensus 2021 ermöglichen soll (§ 9a Abs. 1 Sätze 1 und 2, Abs. 2 Satz 2 ZensVorbG 2021).
188446|1|Diese umfasst die nicht anonymisierten oder pseudonymisierten Meldedaten der in § 9a Abs. 1 Satz 2 ZensVorbG 2021 genannten Personen mit den in § 9a Abs. 2 bis 4 ZensVorbG 2021 genannten Merkmalen, die neben Namen und Wohnanschriften unter anderem auch Geschlecht, Staatsangehörigkeiten, Familienstand und die Zugehörigkeit zu öffentlich-rechtlichen Religionsgesellschaften einschließen.
188446|1|Eine Verarbeitung der Daten zu anderen als den in § 9a Abs. 1 Satz 1 ZensVorbG 2021 genannten Zwecken ist ausgeschlossen (§ 9a Abs. 5 Satz 3 ZensVorbG 2021).
188446|1|Die Daten sind nach § 9a Abs. 6 ZensVorbG 2021 unverzüglich zu löschen, soweit sie nicht mehr erforderlich sind, spätestens jedoch zwei Jahre nach dem Stichtag des 13. Januar 2019. Nach der Gesetzesbegründung geht der Gesetzgeber davon aus, dass die Höchstspeicherfrist von zwei Jahren im Hinblick auf alle übermittelten Daten ausgeschöpft werden muss, um ausreichend Zeit für den Test und die Weiterentwicklung der Programme zur Verfügung zu stellen (BRDrucks 206/18, S. 15).
188446|1|II.            3
188446|1|1. Die Antragsteller werden an ihren Wohnorten im Melderegister geführt.
188446|0|Sie sind der Ansicht, dass der Antrag auf Erlass einer einstweiligen Anordnung schon deswegen begründet sei, weil eine noch zu erhebende Verfassungsbeschwerde gegen § 9a ZensVorbG 2021 offensichtlich begründet sei.
188446|0|Jedenfalls aber überwiege das Interesse an der vorläufigen Aussetzung beziehungsweise Einschränkung der Datenübermittlung gegenüber dem staatlichen Vollzugsinteresse.
188446|0|4
188446|1|§ 9a ZensVorbG 2021 verletze die Antragsteller in ihrem Recht auf informationelle Selbstbestimmung aus Art. 2 Abs. 1 in Verbindung mit Art. 1 Abs. 1 GG, da er einen flächendeckenden und intensiven Eingriff in das Recht auf informationelle Selbstbestimmung begründe, der nicht durch die Gesetzeszwecke gerechtfertigt sei.
188446|0|So sei schon der Erforderlichkeitsgrundsatz in Verbindung mit dem Gebot der möglichst frühzeitigen Anonymisierung verletzt, da für die Überprüfung der Übermittlungswege eine Übermittlung anonymisierter, pseudonymisierter oder unechter Daten ausreiche und für die Zwecke der Prüfung der Datenqualität und der Programmentwicklung eine nicht anonymisierte Stichprobe genüge.
188446|0|Soweit die Gesetzesbegründung die Verwendung nicht anonymisierter Daten für notwendig erachte, enthalte sie keine Begründung, wieso eine hinreichend große Stichprobe hierfür nicht ausreiche.
188446|0|Jedenfalls sei eine nicht anonymisierte Vollerhebung unverhältnismäßig, weil die Summe der übermittelten und gespeicherten Merkmale Rückschlüsse über Lebenslauf, Wohnsituation, Migrationshintergrund, Partnerschaft, familiäre Verhältnisse und sozialen Status erlaube und gegebenenfalls Einblicke in den Kernbereich der privaten Lebensgestaltung im Hinblick auf sexuelle Orientierung, eheliche Gemeinschaft, Familienleben und religiöse Bekenntnisse ermögliche.
188446|0|Die hiermit verbundene Eingriffstiefe stehe außer Verhältnis zum Nutzen einer Erprobung und Optimierung der bereits weitgehend erprobten Übermittlungswege und Programme.
188446|0|Mit einer Speicherung der nicht anonymisierten Daten über einen Zeitraum von bis zu zwei Jahren würden diese nicht nur dem Zugriff einer Vielzahl von Behördenmitarbeitern und externen Dienstleistern zugänglich, sondern auch einem Risiko eines illegalen Zugriffs durch Dritte ausgesetzt.
188446|0|5
188446|0|Jedenfalls aber überwiege das Interesse an der vorläufigen Aussetzung oder Einschränkung der Datenübermittlung gegenüber dem staatlichen Vollzugsinteresse, da bei einer nicht anonymisierten Datenübermittlung irreparable Nachteile für alle melderechtlich erfassten Personen entstünden, wohingegen ein Probedurchlauf gegebenenfalls auch zu einem späteren Zeitpunkt oder in einem reduzierten Umfang möglich beziehungsweise für eine ordnungsgemäße Durchführung des Zensus 2021 nicht unverzichtbar sei.
188446|0|6
188446|1|2. Zum Antrag auf Erlass einer einstweiligen Anordnung haben das Bundesministerium des Innern, für Bau und Heimat und der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit Stellung genommen.
188446|1|B.            7
188446|0|Der Antrag auf Erlass einer einstweiligen Anordnung ist abzulehnen.
188446|0|8
188446|1|Nach § 32 Abs. 1 BVerfGG kann das Bundesverfassungsgericht im Streitfall einen Zustand durch einstweilige Anordnung vorläufig regeln, wenn dies zur Abwehr schwerer Nachteile, zur Verhinderung drohender Gewalt oder aus einem anderen wichtigen Grund zum gemeinen Wohl dringend geboten ist.
188446|1|Dabei haben die Gründe, die für die Verfassungswidrigkeit des angegriffenen Hoheitsakts vorgetragen werden, grundsätzlich außer Betracht zu bleiben, es sei denn, die Verfassungsbeschwerde erwiese sich von vornherein als unzulässig oder offensichtlich unbegründet (vgl. BVerfGE 112, 284 <291>; 121, 1 <14 f.>; stRspr).
188446|1|Bei offenem Ausgang des Verfassungsbeschwerdeverfahrens muss das Bundesverfassungsgericht auf Grundlage einer Folgenabwägung entscheiden (vgl. BVerfGE 117, 126 <135>; 121, 1 <17>; stRspr).
188446|0|9
188446|1|1. Eine gegebenenfalls noch zu erhebende Verfassungsbeschwerde wäre nach derzeitigem Erkenntnisstand nicht offensichtlich unzulässig oder unbegründet.
188446|1|So ist schon im Gesetzgebungsverfahren zum Teil umstritten geblieben, ob und in welchem Umfang eine zentrale Analyse und Speicherung der nicht anonymisierten oder pseudonymisierten Meldedaten zum Zweck der Erreichung der mit der Pilotdatenlieferung verfolgten Zwecke erforderlich ist (vgl. BTDrucks 206/18, S. 7 ff., 14 f. sowie BT-Plenarprotokoll 19/58, S. 6564A mit BT-Plenarprotokoll 19/52, S. 5609AB, S. 5610BC, S. 5612A - 5613A und BT-Plenarprotokoll 19/58, S. 6565BC, S. 6566B - 6567A, S. 6567B, S. 6568A - D).
188446|0|Auch der Bundesbeauftragte für den Datenschutz und die Informationsfreiheit hat bis zuletzt Bedenken gegenüber der durchgehenden Verwendung von Klardaten in dem durch § 9a ZensVorbG 2021 legitimierten Testdurchlauf angemeldet, während das Bundesministerium des Innern, für Bau und Heimat diese als zur Erreichung der Gesetzeszwecke unerlässlich ansieht.
188446|0|Insoweit wird sich in einem gegebenenfalls durchzuführenden Hauptsacheverfahren insbesondere die Frage stellen, ob die vom Gesetzgeber verfolgten Zwecke auch durch eine in Umfang, Form oder begrenzte Datenübermittlung und -speicherung gleichermaßen erreicht werden könnten.
188446|0|Auch wird zu fragen sein, welcher Mehrwert einer Verwendung der vollständigen Echtdaten im Vergleich zu einer begrenzteren Datenübermittlung - etwa in Form einer Beschränkung auf einzelne Merkmale oder einer Verwendung anonymisierter Datensätze, die gegebenenfalls durch nicht anonymisierte Stichproben ergänzt werden könnten - zukommt und ob dieser in einem angemessenen Verhältnis zum Eingriffsgewicht steht.
188446|0|Diese Fragen bedürfen näherer Aufklärung und können vorliegend nicht in der für das Eilverfahren gebotenen Kürze der Zeit geklärt werden.
188446|0|10
188446|1|2. Im Rahmen der demnach gebotenen Folgenabwägung muss das Bundesverfassungsgericht die Folgen, die eintreten würden, wenn eine einstweilige Anordnung nicht erginge, die Verfassungsbeschwerde aber Erfolg hätte, gegenüber den Nachteilen abwägen, die entstünden, wenn die begehrte einstweilige Anordnung erlassen würde, der Verfassungsbeschwerde aber der Erfolg zu versagen wäre (vgl. BVerfGE 117, 126 <135>; 121, 1 <17>; stRspr).
188446|0|11
188446|1|Wird die Aussetzung des Vollzugs eines Gesetzes begehrt, ist bei der Folgenabwägung ein besonders strenger Maßstab anzulegen (vgl. BVerfGE 3, 41 <44>; 104, 51 <55>; 112, 284 <292>; 121, 1 <17>; stRspr).
188446|1|Das Bundesverfassungsgericht darf von seiner Befugnis, den Vollzug eines in Kraft getretenen Gesetzes auszusetzen, nur mit größter Zurückhaltung Gebrauch machen, da der Erlass einer solchen einstweiligen Anordnung stets ein erheblicher Eingriff in die Gestaltungsfreiheit des Gesetzgebers ist (vgl. BVerfGE 64, 67 <69>; 117, 126 <135>; 121, 1 <17>; 140, 211 <219>).
188446|1|Müssen die für eine vorläufige Regelung sprechenden Gründe schon im Regelfall so schwer wiegen, dass sie den Erlass einer einstweiligen Anordnung unabdingbar machen, so müssen sie im Fall der begehrten Außervollzugsetzung eines Gesetzes darüber hinaus besonderes Gewicht haben (vgl. BVerfGE 104, 23 <27 f.>; 117, 126 <135>; 122, 342 <361 f.>; stRspr).
188446|1|Insoweit ist von entscheidender Bedeutung, ob die Nachteile irreversibel oder nur sehr erschwert revidierbar sind (vgl. BVerfGE 91, 70 <76 f.>; 118, 111 <123>; 140, 211 <219 f.>), um das Aussetzungsinteresse durchschlagen zu lassen.
188446|0|12
188446|0|Bei Anwendung dieser Maßstäbe scheidet eine Aussetzung der Pilotlieferung nach § 9a ZensVorbG 2021 im Wege des Erlasses einer einstweiligen Anordnung durch das Bundesverfassungsgericht aus.
188446|0|13
